state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-04-30,1700.74,2004.07,1853.26
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-04-30,4915.77,5196.48,5027.48
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-04-30,5039.48,5226.45,5132.08
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-04-30,4491.49,4719.52,4588.79
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-04-30,2583.28,2745.34,2663.68
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-04-30,3047.25,3278.4,3185.71
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-04-30,2581.82,2883.48,2749.86
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-05-07,2366.92,2559.3,2474.24
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-05-07,2494.62,2750.46,2604.1
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-05-07,2207.91,2429.3,2289.73
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-05-07,2263.85,2536.61,2431.24
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-05-07,2217.37,2472.35,2352.73
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-05-07,2097.07,2386.34,2249.65
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-05-07,1809.93,2110.19,1988.27
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-05-07,2098.96,2339.81,2180.2
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-05-07,1813.68,2023.89,1934.48
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-05-07,4722.01,4989.77,4841.51
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-05-07,4810.76,5084.76,4986.92
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-05-07,4710.77,5047.93,4876.67
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-05-07,2537.7,2818.03,2664.68
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-05-07,2839.72,3089.33,2957.63
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-05-07,2696.72,3008.13,2849.84
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-05-14,2682.22,2943.08,2772.68
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-05-14,2485.15,2734.94,2644.96
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-05-14,2502.24,2738.92,2656.6
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-05-14,2396.2,2665.84,2513.91
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-05-14,2304.65,2536.02,2424.11
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-05-14,2428.67,2687.68,2566.77
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-05-14,1928.05,2228.35,2101.59
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-05-14,2126.62,2363.75,2244.34
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-05-14,1790.7,2035.44,1886.98
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-05-14,4377.38,4657.23,4552.87
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-05-14,4606.88,4930.33,4762.23
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-05-14,4501.88,4700.66,4602.08
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-05-14,2609.63,2842.42,2736.47
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-05-14,2840.62,3144.7,2968.77
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-05-14,2563.32,2783.93,2692.87
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-05-21,2452.83,2718.79,2562.31
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-05-21,2540.27,2888.89,2710.43
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-05-21,2155.16,2417.64,2330.46
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-05-21,2188.01,2433.75,2298.46
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-05-21,1949.01,2255.26,2113.59
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-05-21,2000.33,2202.19,2096.86
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-05-21,1761.19,2064.8,1926.38
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-05-21,1900.71,2127.44,2010.31
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-05-21,1754.55,2067.79,1910.55
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-05-21,4780.23,5046.45,4954.38
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-05-21,4796.7,4993.19,4886.74
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-05-21,4436.69,4656.0,4534.64
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-05-21,2725.93,2981.48,2830.46
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-05-21,2885.23,3166.62,3052.69
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-05-21,2622.48,2831.8,2727.32
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-05-28,2327.75,2670.55,2501.75
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-05-28,2489.56,2750.38,2621.32
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-05-28,2285.87,2542.99,2419.53
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-05-28,2156.42,2424.21,2248.98
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-05-28,2354.41,2626.09,2529.73
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-05-28,2109.87,2315.96,2210.64
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-05-28,1960.84,2224.42,2052.73
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-05-28,2055.45,2322.77,2196.26
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-05-28,1741.43,1973.34,1874.62
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-05-28,4226.4,4542.39,4388.23
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-05-28,4587.79,4855.15,4683.08
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-05-28,4415.4,4614.65,4500.41
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-05-28,2539.54,2836.9,2681.81
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-05-28,2837.67,3111.24,2938.86
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-05-28,2375.71,2599.85,2519.62
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-06-04,2242.12,2436.41,2350.21
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-06-04,2682.0,2870.13,2774.9
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-06-04,2281.94,2573.42,2401.23
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-06-04,1941.39,2220.12,2094.01
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-06-04,2174.53,2441.77,2314.5
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-06-04,2055.31,2267.3,2169.58
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-06-04,1837.65,2086.27,2002.25
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-06-04,1726.22,2050.43,1895.46
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-06-04,1753.35,2032.49,1886.49
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-06-04,4643.69,4935.08,4818.44
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-06-04,4901.44,5157.94,5021.75
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-06-04,4575.1,4876.7,4706.0
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-06-04,2668.12,2927.06,2812.83
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-06-04,2690.23,2906.82,2814.24
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-06-04,2508.05,2800.35,2654.8
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-06-11,2495.18,2689.81,2577.15
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-06-11,2651.66,2975.54,2809.48
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-06-11,2114.21,2353.93,2261.0
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-06-11,2059.68,2261.89,2153.54
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-06-11,2206.16,2477.44,2377.19
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-06-11,2010.2,2335.63,2160.34
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-06-11,1519.27,1767.33,1624.78
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-06-11,1984.25,2281.83,2161.87
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-06-11,1644.04,1846.37,1726.36
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-06-11,4545.21,4810.63,4686.24
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-06-11,4767.69,5045.31,4933.08
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-06-11,4574.29,4846.49,4703.27
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-06-11,2490.5,2766.19,2594.92
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-06-11,2737.18,3079.33,2901.51
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-06-11,2280.93,2593.65,2437.39
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-06-18,2625.35,2855.01,2750.99
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-06-18,2516.63,2731.34,2625.56
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-06-18,2289.95,2512.83,2410.94
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-06-18,1936.74,2199.57,2102.8
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-06-18,2186.73,2460.1,2300.35
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-06-18,2137.16,2388.43,2230.99
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-06-18,1604.82,1903.68,1723.82
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-06-18,1802.63,2020.31,1898.03
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-06-18,1921.39,2272.76,2094.68
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-06-18,4593.03,4845.9,4686.83
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-06-18,4646.52,4961.35,4815.01
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-06-18,4226.55,4487.44,4389.8
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-06-18,2489.15,2754.45,2624.37
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-06-18,2757.7,3082.17,2902.97
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-06-18,2615.21,2857.52,2704.73
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-06-25,2432.92,2670.88,2544.75
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-06-25,2566.46,2798.83,2651.61
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-06-25,2037.49,2359.45,2196.23
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-06-25,1910.9,2144.72,2032.56
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-06-25,2296.26,2585.53,2456.4
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-06-25,1904.67,2166.97,1999.06
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-06-25,1868.6,2097.34,1963.96
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-06-25,1774.0,1939.33,1859.28
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-06-25,1480.47,1721.42,1637.94
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-06-25,4433.18,4692.3,4595.5
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-06-25,4582.57,4910.96,4748.65
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-06-25,4334.43,4585.62,4496.35
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-06-25,2454.34,2713.87,2608.12
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-06-25,2651.96,2937.41,2782.38
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-06-25,2617.38,2836.09,2734.17
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-07-02,2177.52,2424.56,2332.67
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-07-02,2506.99,2702.15,2604.62
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-07-02,2301.62,2600.51,2421.47
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-07-02,1985.21,2255.44,2130.57
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-07-02,2093.61,2438.68,2261.12
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-07-02,1604.51,1805.82,1703.74
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-07-02,1645.35,1907.73,1754.26
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-07-02,1694.54,1992.48,1829.63
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-07-02,1831.4,1999.0,1914.06
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-07-02,4331.32,4565.96,4459.94
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-07-02,4472.31,4790.77,4628.11
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-07-02,4287.87,4513.48,4406.41
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-07-02,2536.47,2784.35,2647.94
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-07-02,2565.21,2731.93,2651.82
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-07-02,2163.23,2477.31,2332.68
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-07-09,2272.34,2568.36,2441.37
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-07-09,2465.16,2724.66,2638.71
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-07-09,2361.29,2599.42,2499.87
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-07-09,1855.22,2046.54,1956.63
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-07-09,1936.83,2156.72,2059.11
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-07-09,1789.5,2067.57,1955.53
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-07-09,1596.81,1798.07,1682.33
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-07-09,1812.47,2054.05,1953.51
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-07-09,1472.53,1735.48,1645.5
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-07-09,4310.92,4544.41,4402.45
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-07-09,4409.13,4729.8,4574.37
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-07-09,4490.07,4802.35,4622.68
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-07-09,2339.58,2572.1,2459.71
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-07-09,2510.93,2809.23,2648.62
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-07-09,2224.0,2531.73,2401.87
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-07-16,2228.87,2487.1,2348.63
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-07-16,2379.33,2590.76,2491.43
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-07-16,2257.86,2563.4,2424.47
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-07-16,2119.41,2363.43,2240.27
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-07-16,2023.73,2369.68,2196.4
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-07-16,1804.73,2042.76,1917.66
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-07-16,1794.08,2066.13,1920.26
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-07-16,1689.13,1915.77,1801.2
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-07-16,1544.16,1730.23,1633.62
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-07-16,4539.26,4759.62,4658.16
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-07-16,4479.03,4740.33,4634.59
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-07-16,4165.17,4477.66,4337.92
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-07-16,2524.21,2784.02,2609.47
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-07-16,2470.86,2781.15,2643.25
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-07-16,2357.19,2589.09,2441.05
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-07-23,2270.56,2507.56,2353.22
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-07-23,2069.46,2325.67,2199.1
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-07-23,2058.16,2329.9,2216.83
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-07-23,1889.48,2143.29,2006.78
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-07-23,2083.88,2337.43,2179.94
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-07-23,1520.42,1830.61,1654.07
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-07-23,1354.93,1619.26,1520.5
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-07-23,1575.91,1861.18,1743.73
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-07-23,1142.94,1432.21,1304.03
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-07-23,4301.22,4620.16,4479.44
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-07-23,4690.52,4929.28,4807.52
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-07-23,4108.5,4431.74,4267.97
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-07-23,2447.67,2725.48,2558.05
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-07-23,2503.17,2761.59,2635.22
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-07-23,2456.08,2699.25,2552.42
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-07-30,2137.67,2363.55,2279.54
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-07-30,2416.08,2649.74,2548.31
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-07-30,2068.51,2281.77,2167.35
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-07-30,1678.51,1973.74,1853.24
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-07-30,2004.21,2269.72,2181.65
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-07-30,1794.02,2104.58,1961.16
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-07-30,1463.36,1670.05,1586.46
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-07-30,1589.65,1944.88,1769.0
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-07-30,1470.85,1731.61,1621.43
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-07-30,4384.6,4642.7,4469.11
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-07-30,4385.43,4563.17,4477.18
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-07-30,4516.19,4745.25,4611.76
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-07-30,2284.61,2541.08,2421.36
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-07-30,2500.56,2763.75,2586.87
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-07-30,2386.71,2594.25,2485.65
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-08-06,2031.89,2288.05,2121.32
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-08-06,2358.71,2699.3,2521.71
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-08-06,2030.8,2297.83,2205.14
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-08-06,1865.73,2134.65,2000.3
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-08-06,1964.32,2291.99,2141.5
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-08-06,1386.87,1631.14,1512.51
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-08-06,1327.15,1535.28,1446.31
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-08-06,1518.18,1800.78,1676.17
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-08-06,1334.71,1559.45,1475.93
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-08-06,4411.44,4689.6,4512.02
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-08-06,4547.3,4852.49,4678.88
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-08-06,4083.74,4272.29,4187.38
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-08-06,2345.74,2531.58,2432.07
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-08-06,2518.67,2823.64,2689.92
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-08-06,2255.31,2515.56,2355.5
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-08-13,2334.14,2675.44,2500.55
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-08-13,2458.08,2649.73,2547.13
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-08-13,2077.87,2370.27,2252.44
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-08-13,1772.87,2005.2,1906.92
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-08-13,2105.81,2398.41,2251.13
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-08-13,1829.05,2084.11,1931.92
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-08-13,1548.78,1821.23,1722.44
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-08-13,1549.04,1810.76,1678.8
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-08-13,1399.3,1702.45,1522.97
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-08-13,4155.51,4405.48,4283.31
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-08-13,4486.96,4729.05,4626.26
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-08-13,4230.62,4493.84,4315.7
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-08-13,2445.28,2742.51,2614.96
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-08-13,2381.7,2688.74,2543.92
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-08-13,2162.74,2429.35,2285.55
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-08-20,2344.68,2602.55,2487.78
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-08-20,2257.53,2580.77,2404.71
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-08-20,1886.87,2170.59,2009.38
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-08-20,1763.01,2042.64,1916.66
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-08-20,1736.06,1983.69,1890.58
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-08-20,1804.16,2101.57,1946.84
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-08-20,1481.68,1680.01,1588.94
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-08-20,1491.53,1686.74,1586.98
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-08-20,1432.89,1734.11,1565.83
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-08-20,4300.61,4548.94,4451.43
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-08-20,4539.36,4761.94,4667.2
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-08-20,4222.45,4426.01,4333.28
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-08-20,2186.63,2424.12,2337.13
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-08-20,2271.13,2584.15,2429.35
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-08-20,2272.45,2559.33,2397.27
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-08-27,2002.38,2216.09,2118.46
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-08-27,2198.8,2422.1,2318.0
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-08-27,1976.85,2195.52,2088.24
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-08-27,1777.68,2011.86,1901.56
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-08-27,1700.12,1960.03,1803.72
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-08-27,1577.83,1851.93,1707.63
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-08-27,1181.38,1502.62,1361.27
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-08-27,1544.46,1874.46,1715.32
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-08-27,1534.76,1704.46,1622.88
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-08-27,4007.82,4257.98,4137.25
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-08-27,4445.32,4744.2,4580.54
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-08-27,4431.94,4693.76,4534.46
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-08-27,2011.45,2358.22,2190.93
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-08-27,2400.67,2632.27,2512.1
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-08-27,2140.19,2454.7,2280.82
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-09-03,1828.6,2073.93,1964.3
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-09-03,2275.93,2461.24,2375.45
